Id,DegreeCentrality,Betweenness,PageRank,InfluenceScore
SEDAS2009,0.005641925777331996,0.0,7.349677758179049e-05,0.0019930482164616462
Most_Maximus,0.004388164493480441,0.0,0.0015758655176004214,0.0019298239521182599
business,0.004137412236710131,0.0,0.0014654996428453645,0.0018144691935598868
thyAshes,0.004388164493480441,5.2382853890826076e-05,0.0009062235468320103,0.0017833666009824875
lovemesomemusk,0.004388164493480441,0.0,0.0008969370568235627,0.0017600918369240451
small1ldy1,0.0048896690070210636,0.0,7.349677758179049e-05,0.0017297583468528198
alex_avoigt,0.004012036108324975,0.0,0.0011388757206549113,0.001688931568077469
north_tesla,0.0033851554663991974,1.737186481073314e-06,0.001986211988889501,0.0016820522850545237
MattWallace888,0.004388164493480441,3.4678224852195037e-06,0.0005297816900019032,0.001669690124212718
coldgamecrispy,0.004137412236710131,1.1633647022572418e-06,0.0005072270863009075,0.0015753664003046754
DBurkland,0.004012036108324975,5.031848044506708e-05,0.0003767994348191,0.0015185398887965428
TheAlexisKraft,0.003761283851554664,0.0,0.00065111947092021,0.0014792292157741849
Knightw0lf_,0.0038866599799398196,4.7263001124585876e-05,0.00015898514516413017,0.0014189824797198037
engineers_feed,0.003259779338014042,0.0,0.0010324598293000684,0.0013990377256299317
cis5YnJE607xzs5,0.003259779338014042,0.00013333376005011594,0.0006071650657631325,0.0013460475387657442
Teslarati,0.0033851554663991974,0.0,0.00044239320582698763,0.0012954027146964658
macun81,0.003510531594784353,8.866725568555195e-06,0.00010982895216385642,0.0012596899864429096
hikingskiing,0.0031344032096288867,0.0,0.0006381423962375176,0.0012565767224294896
TeslaOwnersUK,0.0031344032096288867,0.0,0.0005925860036531447,0.0012451876242833965
FermisSocks,0.003259779338014042,8.085594295949499e-05,0.00022318072800360685,0.0012290603274896143
wojcikofficial,0.0031344032096288867,0.0,0.00043460854670894326,0.0012056932600473462
JustinTemplerSr,0.0033851554663991974,0.0,7.349677758179049e-05,0.0012031786076351666
RaymanIsWoat,0.003259779338014042,4.7556462490921035e-07,0.00012141390228229353,0.0011714664697254518
TeslaDiva99,0.0031344032096288867,5.87813597532409e-05,0.00014849881227946537,0.0011576783703412731
man_norwegian,0.0025075225677031092,8.489418097552846e-07,0.0010276765544219673,0.0011348916140254822
DRayRaven,0.0028836509528585757,0.0,0.0004954790587812145,0.001133147598195805
raffaeru,0.0028836509528585757,8.55032630358608e-05,0.00035530888097531183,0.0011323063589586738
FthePump1,0.0027582748244734203,0.00010771012844474613,0.00038162290232453066,0.0011038859655247283
EvaFoxU,0.0027582748244734203,0.0,0.0005217386913017909,0.0010958308613911447
captainarve,0.0030090270812437314,2.3096981645039612e-05,9.788244109623003e-05,0.0010868688813673792
rako_sebastian,0.0028836509528585757,2.832531030919299e-05,0.00024024476939223745,0.001080669149972238
unicastore_usa,0.0030090270812437314,0.0,7.349677758179049e-05,0.0010715336728307535
28delayslater,0.002632898696088265,5.577076055753467e-06,0.00045311384852406253,0.0010370238361842097
BLKMDL3,0.002632898696088265,1.9258402165744883e-06,0.0004573528522130972,0.0010366230927707967
RickMcIntosh16,0.002632898696088265,0.0,0.0004442070936488785,0.0010325663170431124
Twitter,0.002632898696088265,0.0,0.0004203012948192903,0.0010265898673357152
varbmos,0.0027582748244734203,7.703360866297953e-06,0.00016786613618073416,0.0010104440669573998
atj721,0.0027582748244734203,1.5721144625097863e-08,7.66714991906629e-05,0.0009845703518212127
AHaman1916,0.002632898696088265,1.5170904563219438e-06,0.00018558674161192788,0.0009685180652164035
FinanceSmitty,0.001880641925777332,6.760092188792081e-06,0.0012110309071254998,0.0009636864376789579
who_is_eddie_v,0.002632898696088265,0.0,7.460276710006433e-05,0.0009401652354059088
bspain1,0.002632898696088265,0.0,7.349677758179049e-05,0.0009398887380263403
MedicineManWalk,0.0025075225677031092,0.0,7.349677758179049e-05,0.0008960070930915358
Ironman_E,0.0022567703109327986,0.00011554865372352311,0.000232356475275128,0.0008941781891346706
MollyJongFast,0.0020060180541624875,0.0,0.0006619150446433131,0.0008675850801176989
NoerholtDK,0.002382146439317954,3.0918251096025794e-06,8.788203563992357e-05,0.0008569584927151057
Dianafowles,0.002382146439317954,0.0,8.745796212716774e-05,0.0008556157442930757
MsJuliaParker,0.002382146439317954,0.0,8.745796212716774e-05,0.0008556157442930757
LoriMoreno,0.002382146439317954,0.0,8.745796212716774e-05,0.0008556157442930757
Cheryl_L_Hyde,0.002382146439317954,0.0,8.745796212716774e-05,0.0008556157442930757
unusual_whales,0.001880641925777332,0.0,0.0007088167607806612,0.0008354288642172315
HullTeslaModel3,0.0022567703109327986,2.200960247513701e-06,0.00017503976977822062,0.0008345099353700401
MFrunker,0.002131394182547643,1.964881059060148e-05,0.000286019916885617,0.0008253524673493198
EltricThunder,0.002131394182547643,6.442525067365105e-05,0.0001947662779029177,0.0008204496336368648
TeslaClubAT,0.002131394182547643,0.0,0.0002967517915657356,0.0008201759117831089
chicago_glenn,0.0022567703109327986,9.380282959641724e-07,0.00011230098998729167,0.0008183200676416881
CllrShellyHQ,0.0022567703109327986,0.0,7.349677758179049e-05,0.0008082438032219271
charlesacartron,0.0022567703109327986,0.0,7.349677758179049e-05,0.0008082438032219271
hubb_kyle,0.002131394182547643,5.694722621364616e-05,0.0001080396827455655,0.0007957767750635249
MatthwETH,0.001629889669007021,0.0,0.0008866804097787388,0.000792131486597142
magneaus,0.0020060180541624875,7.636111798599257e-05,0.00023235745924844264,0.0007907401309633782
standingRock6,0.002131394182547643,1.603556751759982e-05,0.00012655835167565748,0.0007840417788176293
SpaceX,0.0020060180541624875,0.0,0.0003262210507259073,0.0007836615816383474
CYBRTRK420,0.0020060180541624875,6.646637928414292e-05,0.00019967176601335917,0.0007786108121738675
TheUnderDoge3,0.002131394182547643,2.2979073060351376e-06,0.00012357845395467862,0.0007778017403027587
corbinwilliams,0.002131394182547643,3.0656232018940833e-07,9.856720057710352e-05,0.0007707523889640266
nytimes,0.001629889669007021,0.0,0.0007859301719914459,0.0007669439271503188
Damhezy15,0.002131394182547643,6.288457850039145e-08,7.83085150504115e-05,0.000765590246485678
Stoyko1Veronika,0.002131394182547643,0.0,7.349677758179049e-05,0.0007643621582871225
StatisticsTesla,0.002131394182547643,0.0,7.349677758179049e-05,0.0007643621582871225
hedgequote,0.002131394182547643,0.0,7.349677758179049e-05,0.0007643621582871225
DevCatR,0.002131394182547643,0.0,7.349677758179049e-05,0.0007643621582871225
TechPreacher,0.0020060180541624875,1.1890425718115682e-05,0.00022676487584952774,0.0007635537082064988
frankjnovak,0.001880641925777332,0.0,0.0003403878158413017,0.0007433216279823916
thePike_1,0.0020060180541624875,2.685695540120885e-06,0.00014641639843675314,0.0007397846967821072
jesseb4me,0.001880641925777332,4.123394216086084e-05,0.00020991384695673312,0.0007271967126255937
Horizon95089898,0.001880641925777332,5.668483282359393e-05,0.0001823278878366622,0.0007264805791106693
pinon_frijoles,0.0020060180541624875,0.0,9.641496820025767e-05,0.000726210061006935
3YearLetterman,0.0017552657973921766,0.0,0.00044491201637488924,0.000725571033180984
Wenrugbro,0.0020060180541624875,0.0,8.667960403112017e-05,0.0007237762199646506
partommi,0.0020060180541624875,2.0437488012627222e-07,8.044706503646526e-05,0.0007222998351680374
GlenMah,0.0020060180541624875,0.0,7.349677758179049e-05,0.0007204805133523181
fischer_price7,0.001880641925777332,0.0,0.00024545524431592237,0.0007195884851010467
tesla_jokes,0.0017552657973921766,1.2293673077749444e-05,0.0003805270321886013,0.0007143922563655118
EvEvangelist,0.001880641925777332,2.3060298974247716e-05,0.00015755917899804955,0.0007068385883612777
_bennettm_,0.0017552657973921766,3.4822335344591767e-06,0.0003586482929265254,0.0007053979957326767
longtoad1789,0.001880641925777332,1.720421003269548e-05,0.00012658045204212755,0.0006967514710456762
omg_tesla,0.001629889669007021,5.814203320515359e-06,0.0004942451917860308,0.0006963483634271712
SECGov,0.0017552657973921766,0.0,0.0002898402536642022,0.0006868030925033122
MsMfrunker,0.0017552657973921766,1.0721820634316743e-05,0.00026705683925297717,0.0006853959671542328
RealMaxtern,0.001880641925777332,0.0,9.43476399458148e-05,0.0006818115840085199
sarahnaomi110,0.001880641925777332,0.0,8.661127692383079e-05,0.0006798774932530239
occupymars42069,0.001880641925777332,4.7163433875293585e-08,8.642431224748556e-05,0.0006798496174574876
UlrichPro1,0.001880641925777332,3.1442289250195726e-08,7.892653803847179e-05,0.0006779688854473842
phangandan,0.001880641925777332,0.0,7.807123575050712e-05,0.0006777424829596929
brandenflasch,0.001629889669007021,1.0902613797505367e-05,0.0004113062167209548,0.0006776489838516981
AmeyGade5,0.001880641925777332,0.0,7.52453252081003e-05,0.0006770360053240912
mrgreen06988961,0.001880641925777332,0.0,7.349677758179049e-05,0.0006765988684175137
GordonsFishDix,0.001880641925777332,0.0,7.349677758179049e-05,0.0006765988684175137
DesinNam1,0.0017552657973921766,2.1223545243882116e-07,0.00022850303531499604,0.0006715536820969862
aaronglz23,0.001629889669007021,0.0,0.0004027481963630173,0.0006711484332432116
Bombiggy1,0.0017552657973921766,2.1223545243882116e-07,0.00021128781470509023,0.0006672498769445098
RandomKiwi_,0.0017552657973921766,1.5850582049177836e-05,0.00016542434508580383,0.0006620393481783838
TeslaClubSoCal,0.001629889669007021,0.0,0.00034564011218477235,0.0006568714121986504
LovingWildlyfe,0.0013791374122367102,2.1223545243882113e-06,0.0006921707071749388,0.0006565897128863385
_w4mY,0.0017552657973921766,7.231726527545017e-07,0.0001641725939359821,0.0006556754466323591
TESLA_is_FUTURE,0.0013791374122367102,0.0,0.0006724487928183201,0.0006508102924874285
talesftf,0.0017552657973921766,7.231726527545017e-07,0.00013604936467386344,0.0006486446393168294
thefarcentrist,0.0017552657973921766,2.2795659706391901e-07,0.00013201700330682859,0.0006474384625527944
DobackHuffInc,0.0017552657973921766,1.2891338592580248e-06,0.00012067467427494411,0.0006450273511997009
UnderstatedTMS,0.0017552657973921766,1.7345662903024642e-06,0.00011166018046174824,0.0006429519007188198
blovereviews,0.0015045135406218657,6.288457850039145e-07,0.0004524351547339234,0.0006399400662151353
Sim_alam83,0.0017552657973921766,5.062208569281512e-06,8.006530738220785e-05,0.0006363842393605263
ChrisRangel82,0.0017552657973921766,0.0,8.561281922575057e-05,0.0006357462338936994
EmperorGrinnar,0.0017552657973921766,1.5721144625097863e-08,7.631876330699676e-05,0.000633429008371861
JMcbadu,0.0017552657973921766,0.0,7.349677758179049e-05,0.0006327172234827093
OfficialABQ,0.0017552657973921766,0.0,7.349677758179049e-05,0.0006327172234827093
losthorizen,0.0017552657973921766,0.0,7.349677758179049e-05,0.0006327172234827093
spideycyp_155,0.0017552657973921766,0.0,7.349677758179049e-05,0.0006327172234827093
candyisyummy333,0.0017552657973921766,0.0,7.349677758179049e-05,0.0006327172234827093
Ant313Friendly,0.0017552657973921766,0.0,7.349677758179049e-05,0.0006327172234827093
j_vikingland,0.0015045135406218657,0.0,0.0003812938626839811,0.0006219032048886482
greentheonly,0.001629889669007021,1.096025799446406e-05,0.00016743182507741723,0.0006167034436195973
psychlyst1,0.001629889669007021,1.865575828844946e-07,0.0001668231233539461,0.0006122417880240976
PauljHorton,0.001629889669007021,0.0,0.0001624494442505101,0.0006110737452150848
99brownKaryl,0.001629889669007021,0.0,0.0001624494442505101,0.0006110737452150848
hope4494,0.001629889669007021,0.0,0.0001624494442505101,0.0006110737452150848
atk0506,0.001629889669007021,0.0,0.0001624494442505101,0.0006110737452150848
WhatsupFranks,0.001629889669007021,0.0,0.0001624494442505101,0.0006110737452150848
R6Alex,0.001629889669007021,0.0,0.0001624494442505101,0.0006110737452150848
profgalloway,0.0013791374122367102,0.0,0.0004966887974073106,0.0006068702936346762
TaylorOgan,0.0013791374122367102,0.0,0.00048792762698336814,0.0006046800010286905
jpr007,0.0015045135406218657,1.3441578654458673e-05,0.00028547020513055974,0.0006033239219620762
RobertR02624409,0.001629889669007021,3.301440371270551e-07,0.00011441844555797135,0.000599198053156801
campbellbrianh1,0.0006268806419257773,5.29802573865798e-06,0.0015010082067296426,0.0005967794866518958
TeeTee_tesla,0.0008776328986960883,0.0,0.0011574877246492707,0.0005965434457059485
Tommyf902,0.001629889669007021,2.043748801262722e-06,9.42794317403235e-05,0.0005948487416080433
TrackEVs,0.001629889669007021,2.2009602475137007e-07,9.077647909950802e-05,0.0005932435423372349
MrJames__321,0.001629889669007021,2.904219450409745e-06,8.433257238314589e-05,0.0005927062150284078
BartoszKowalcz,0.001629889669007021,8.568023820678335e-07,8.689327150115758e-05,0.0005925274229805739
GarrettJMoffitt,0.001629889669007021,3.301440371270551e-07,8.600729500020508e-05,0.0005920952655173595
wowsuchcurrency,0.001629889669007021,0.0,8.392220876380265e-05,0.000591441936343408
Jitin42069,0.001629889669007021,0.0,8.228392672091502e-05,0.0005910323658326861
electricfelix,0.0015045135406218657,5.030766280031316e-07,0.00025678159390101016,0.0005909763683441067
JoinTeamB,0.001629889669007021,0.0,7.898225832142848e-05,0.0005902069487328144
DogecoinPostive,0.001629889669007021,3.1442289250195726e-08,7.870949317279657e-05,0.0005901513343613565
emtfr,0.001629889669007021,3.930286156274466e-09,7.870949317279657e-05,0.000590140329560119
Femanonymously,0.001629889669007021,0.0,7.83085150504115e-05,0.0005900385129150602
DatasciLearner,0.001629889669007021,0.0,7.733808902858078e-05,0.0005897959064096025
ZainRiz16649646,0.001629889669007021,0.0,7.651527794600818e-05,0.0005895902036389594
BMo76630974,0.001629889669007021,0.0,7.651527794600818e-05,0.0005895902036389594
lee_mccaleb,0.001629889669007021,0.0,7.632099005353879e-05,0.000589541631665842
Dogwalk_media,0.001629889669007021,0.0,7.632099005353879e-05,0.000589541631665842
seth_fin,0.001629889669007021,0.0,7.629560460864787e-05,0.0005895352853046193
maiko1820,0.001629889669007021,0.0,7.626081730947938e-05,0.0005895265884798272
AJShotMe,0.001629889669007021,3.930286156274466e-09,7.599888106547341e-05,0.0005894626765332882
HavestKhome,0.001629889669007021,0.0,7.564902575807966e-05,0.0005893736405919773
30annette,0.001629889669007021,0.0,7.349677758179049e-05,0.0005888355785479049
WorldEvilForum,0.001629889669007021,0.0,7.349677758179049e-05,0.0005888355785479049
ajhopenow,0.001629889669007021,0.0,7.349677758179049e-05,0.0005888355785479049
RonVanderveen1,0.001629889669007021,0.0,7.349677758179049e-05,0.0005888355785479049
dharmishtha_D,0.001629889669007021,0.0,7.349677758179049e-05,0.0005888355785479049
josemzcn,0.001629889669007021,0.0,7.349677758179049e-05,0.0005888355785479049
chokmoo,0.001629889669007021,0.0,7.349677758179049e-05,0.0005888355785479049
daranvaseg,0.001629889669007021,0.0,7.349677758179049e-05,0.0005888355785479049
ferengbro,0.001629889669007021,0.0,7.349677758179049e-05,0.0005888355785479049
jacktorrance182,0.001629889669007021,0.0,7.349677758179049e-05,0.0005888355785479049
EringoB02429272,0.001629889669007021,0.0,7.349677758179049e-05,0.0005888355785479049
DocFranchise,0.001629889669007021,0.0,7.349677758179049e-05,0.0005888355785479049
Juergen_Kaiser,0.0012537612838515546,0.0,0.0005854076556599851,0.0005851683632630404
BB4ll,0.0013791374122367102,7.074515081294038e-08,0.0004008005889327937,0.0005829265395763721
JohnEG78,0.0013791374122367102,0.0,0.00039753548077201125,0.0005820819644758513
kurtatx,0.0015045135406218657,3.663026697647802e-06,0.00017497098491644917,0.0005717876961258243
CrazyWeeMonkey,0.0015045135406218657,4.061295694816948e-06,0.00016292485237913754,0.000568935470590364
klwtts,0.0015045135406218657,0.0,0.00016897451772854267,0.0005688233686497886
Holley_News,0.0013791374122367102,0.0,0.00032406696624236083,0.0005637148358434387
BackToTheDoge,0.0013791374122367102,2.1537968136384073e-06,0.00031114914683867787,0.0005613468997179734
thomasgerlach,0.0015045135406218657,4.873554833780337e-07,0.00013664319733678397,0.0005609354807452002
LetsGoLucid2022,0.0015045135406218657,3.474372962146628e-06,0.00012727373783132583,0.000559787922860343
Jpeluche4,0.0015045135406218657,7.06246220374813e-06,0.0001186059756599667,0.0005590562180141439
CarlosDG_Tesla,0.0012537612838515546,0.0,0.0004720310312377283,0.0005568242071574762
teslanatrix,0.0015045135406218657,2.4055971467170582e-05,7.88104937666442e-05,0.0005559047512461822
Teslaconomics,0.0012537612838515546,0.0,0.00045738554002999515,0.0005531628343555428
_SpaceSeX,0.0015045135406218657,3.45865181752153e-07,0.00010477307112782697,0.0005529113530723105
JoshWest247,0.0015045135406218657,1.4044222531754093e-06,9.635858699855435e-05,0.0005512311548685617
TrentHardwood,0.0015045135406218657,1.729325908760765e-07,9.818533484879169e-05,0.0005511952459662013
HSouthwellFE,0.0011283851554663993,0.0,0.0006172249004386303,0.0005492410295228974
ggggmmpp,0.0015045135406218657,5.942592668286992e-06,7.628690397599944e-05,0.0005480285022789677
TESLA_no_TUNO,0.0011283851554663993,0.0,0.0006114490265736178,0.0005477970610566442
CodingEtudes,0.0015045135406218657,4.7163433875293585e-08,8.175224746210769e-05,0.00054703666645673
nycandre,0.0015045135406218657,0.0,7.870949317279657e-05,0.0005462571125108521
kian_darwell,0.0015045135406218657,0.0,7.870949317279657e-05,0.0005462571125108521
TinfoilTricorn,0.0015045135406218657,0.0,7.870949317279657e-05,0.0005462571125108521
CryptoJolly98,0.0015045135406218657,0.0,7.870949317279657e-05,0.0005462571125108521
beee3_B,0.0015045135406218657,0.0,7.870949317279657e-05,0.0005462571125108521
ChapmanCNSNews,0.0015045135406218657,0.0,7.870949317279657e-05,0.0005462571125108521
meryy_tesla,0.0011283851554663993,0.0,0.0006051937678644105,0.0005462332463793424
Evan_All_Mighty,0.0015045135406218657,0.0,7.766695005459536e-05,0.0005459964767313018
Yolo1Crypto,0.0015045135406218657,0.0,7.621645528144585e-05,0.0005456338530380144
Crazy84Just,0.0015045135406218657,0.0,7.596508395861844e-05,0.0005455710102073076
luistrelles9,0.0015045135406218657,0.0,7.482768369013247e-05,0.0005452866601401861
MarketSwingPlay,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
waywardsuol,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
travis_wyrick,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
Chandan54247529,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
AudieZaBeast,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
Michael65714379,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
CryptoNCoffeee,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
bithits,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
kerrikgray,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
JasonPa111,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
m_ahsanshoaib,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
Benur211,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
ArifKha07393504,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
___qokhan___,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
Cleverwolfano1,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
GBApollo,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
oSMaNPeRK71,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
anuragtwittes,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
DebrajPaul00007,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
Lord_Chestnut,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
IrnoSimone,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
LanHoangTruong,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
BabinAngele,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
CzuprynskiJarek,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
MohitKhyalia,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
matt_dobos,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
ViroMental,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
Scott01251507,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
Vishal57772976,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
johansen_errol,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
rywilliams4379,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
LaciMarieKnight,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
Bond007theone,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
jxeral,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
NobodyQueens,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
Bruninh51027619,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
theholiestbacon,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
PrvnKalavai,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
RunYC20,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
StellaAmato4,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
sir_breaksalot,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
x_ai_a12,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
wowjuliaone,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
DrStockman21,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
DALGREN6,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
SNasty78170989,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
guitarboyled,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
chuckpaddock,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
AjaySha67782223,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
1st_Akkadian,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
bumpyjonasdc,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
txkym,0.0015045135406218657,0.0,7.349677758179049e-05,0.0005449539336131005
RanguGamer,0.0011283851554663993,2.515383140015658e-07,0.0005926439556517325,0.0005431964086517735
nusairat,0.0013791374122367102,6.542092316657391e-05,0.00010202203964099327,0.0005343719734597264
compaiRENE,0.0011283851554663993,0.0,0.0005530666119543498,0.0005332014574018272
JaredChamney,0.0013791374122367102,2.3162486414310852e-06,0.00014753255700222865,0.0005205077329899781
FitnessKlubNr1,0.0013791374122367102,0.0,0.00014504154375311745,0.0005189584802211279
LudaLisl,0.0012537612838515546,3.743990592467056e-05,0.0002529261665307151,0.0005170239533505911
Lucid,0.0012537612838515546,0.0,0.0003111013589661285,0.0005165917890895762
dillzilla99,0.0013791374122367102,1.131922413007046e-06,0.00013142489640034915,0.0005160070873481387
GM,0.0011283851554663993,0.0,0.0004781420024362237,0.0005144703050222957
RealNTesla,0.0013791374122367102,2.829806032517615e-07,0.00011728358854624156,0.0005121321836607096
Stanthemanusul,0.0013791374122367102,5.030766280031316e-07,0.00011582149108206062,0.0005118546977045649
kaminoean,0.0013791374122367102,2.0437488012627222e-07,0.00011321741589613155,0.0005110841982089319
ZeekeMC,0.0013791374122367102,5.816823511286209e-07,0.00011204075435273077,0.0005109409558114826
EZebroni,0.0013791374122367102,2.8560079402261115e-06,0.0001000342387723669,0.0005088490571520306
henryaryaxz,0.0013791374122367102,3.6158632637725086e-07,9.924185136072891e-05,0.0005076531916535816
d_kinimo,0.0013791374122367102,2.2009602475137007e-07,9.631341619806441e-05,0.0005068644867422652
GigaSomerset,0.0008776328986960883,0.0,0.0007976618482576643,0.0005065869766080469
mmt_lvt,0.0013791374122367102,2.751200309392126e-07,9.43476399458148e-05,0.0005063950522816779
BrightYawjoy,0.0013791374122367102,0.0,9.460274335542793e-05,0.0005063487801217055
jonahmhuff,0.0013791374122367102,0.0,8.408552007518298e-05,0.0005037194743016442
AllThingsTSLA,0.0012537612838515546,1.3205761485082204e-06,0.0002563368533776586,0.000503428893151862
bellausa17,0.0013791374122367102,0.0,7.870949317279657e-05,0.0005023754675760477
JlMBO_JONES,0.0013791374122367102,0.0,7.557480159919112e-05,0.0005015917946826463
doge_albania,0.0013791374122367102,0.0,7.487879744563493e-05,0.0005014177936442572
Bilalali3141,0.0013791374122367102,0.0,7.349677758179049e-05,0.0005010722886782961
Lucsxbox2015,0.0013791374122367102,0.0,7.349677758179049e-05,0.0005010722886782961
maddrixclub,0.0013791374122367102,0.0,7.349677758179049e-05,0.0005010722886782961
lakersdana,0.0013791374122367102,0.0,7.349677758179049e-05,0.0005010722886782961
ColinEFLawrence,0.0013791374122367102,0.0,7.349677758179049e-05,0.0005010722886782961
YLutolf,0.0013791374122367102,0.0,7.349677758179049e-05,0.0005010722886782961
MakeSoilWild,0.0013791374122367102,0.0,7.349677758179049e-05,0.0005010722886782961
Johnson_DavidW,0.0013791374122367102,0.0,7.349677758179049e-05,0.0005010722886782961
